BehaviorSpace results (NetLogo 5.2.1),,,,,,,,,,,,,,,,,,,,,,,
INDISIM3.nlogo,,,,,,,,,,,,,,,,,,,,,,,
25_simulations,,,,,,,,,,,,,,,,,,,,,,,
08/15/2016 08:44:37:480 -0400,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,
0,30,0,30,,,,,,,,,,,,,,,,,,,,
[run number],inhibitory_k,mass_reproduction,initial_local_nutrient,viability_time,yield,length_time_feed,yield-2,availability_k,uptake_k,Bioreactor,out_reservoir_nutrient,initial_bacteria_2,maintenance_k,in_out_percent,fed_nutrient,initial_bacteria_1,[step],count turtles,count turtles with [color = pink],count turtles with [color = sky],total_biomass,total_nutrient,total_end_product
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,58,39,36,3,1295.746741,476899.4367,3586.118813
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,28,19,16,3,732.3468956,478942.6321,1555.855604
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,49,161,35,126,5666.944193,476381.0963,2542.965654
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,59,40,37,3,1358.476408,476714.1145,3770.822897
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,29,21,18,3,760.2664758,478844.5437,1653.547528
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,30,21,18,3,784.3083552,478743.8866,1753.762956
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,60,40,37,3,1414.327966,476521.4236,3962.936288
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,92,283,88,195,10229.93514,468364.7523,8439.45412
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,87,854,196,658,30841.6983,456433.8415,9477.411991
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,31,22,19,3,824.7572696,478633.267,1863.972289
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,68,539,118,421,18840.94711,465891.2172,8554.502849
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,61,41,38,3,1479.15473,476318.459,4165.383381
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,32,22,19,3,846.0346616,478527.3378,1969.04578
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,50,162,35,127,5817.974839,476181.7237,2594.885491
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,33,24,21,3,866.0178104,478415.8283,2079.660468
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,62,44,41,3,1551.473531,476105.346,4377.989874
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,63,46,43,3,1623.579,475883.3571,4599.606085
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,64,48,45,3,1690.468435,475651.0523,4831.471543
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,34,24,21,3,903.5906337,478293.9455,2200.064197
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,51,165,36,129,5956.957574,475975.0081,2671.238322
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,93,309,90,219,11339.07759,467856.2378,8498.769563
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,35,25,22,3,942.6988208,478168.3016,2323.303799
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,65,49,46,3,1757.279534,475412.3012,5069.628344
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,36,28,25,3,987.3804708,478039.034,2448.575552
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,79,979,120,859,34155.11809,465800.4076,3410.907636
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,83,579,76,503,20224.47688,470023.8363,3140.183192
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,66,50,47,3,1839.5403,475157.8234,5323.444285
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,37,29,26,3,1037.919126,477900.8729,2583.497504
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,38,29,26,3,1092.324973,477753.6999,2727.398037
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,67,52,49,3,1909.841742,474904.5037,5576.319398
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,39,29,26,3,1121.161077,477612.9431,2863.392252
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,68,53,50,3,1994.008112,474627.647,5852.726337
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,40,31,28,3,1187.757153,477453.5204,3017.482548
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,94,346,95,251,12550.92402,467330.2562,8542.3473
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,69,54,51,3,2076.366468,474342.3386,6137.165552
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,41,32,29,3,1231.341949,477298.3146,3167.80248
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,42,35,32,3,1275.527423,477131.4349,3329.065026
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,70,60,57,3,2145.841775,474057.3158,6421.785437
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,52,166,36,130,6058.03805,475773.3356,2751.535089
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,43,37,34,3,1349.101458,476954.173,3499.568892
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,71,63,60,3,2225.464989,473753.4474,6725.157218
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,44,38,34,4,1414.730945,476774.659,3671.161883
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,72,65,62,3,2317.930942,473435.6298,7042.295794
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,45,41,36,5,1500.336728,476583.1745,3851.780336
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,95,387,99,288,14152.6484,466778.7093,8492.387196
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,69,589,122,467,20548.91093,465223.0822,8492.249064
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,46,43,37,6,1620.893439,476377.5053,4043.410123
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,73,65,62,3,2417.965843,473104.4548,7372.88825
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,53,171,39,132,6193.024937,475549.161,2863.825407
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,84,592,78,514,20738.90186,469603.103,3174.171575
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,88,893,209,684,32067.93982,455320.0498,9793.188248
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,47,47,39,8,1767.162629,476159.2217,4241.339729
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,48,50,41,9,1879.559361,475946.9174,4427.666332
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,49,54,45,9,2006.340572,475708.3698,4638.635441
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,50,58,49,9,2112.898378,475470.4837,4849.014508
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,70,643,131,512,22299.48548,464510.801,8411.873363
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,51,61,50,11,2249.893711,475208.5841,5081.846897
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,52,65,53,12,2386.790554,474932.801,5328.600236
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,85,604,79,525,21102.5457,469173.6596,3203.113457
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,53,68,55,13,2563.660242,474647.7285,5577.251795
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,54,177,41,136,6315.356439,475326.7725,2958.532536
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,54,71,55,16,2749.169906,474344.3474,5836.050185
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,80,1033,123,910,36177.49366,465129.9358,2917.101929
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,89,925,218,707,33372.24347,454181.0427,10061.31846
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,55,77,57,20,2980.109827,474033.279,6087.622839
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,56,85,60,25,3245.976439,473709.5742,6341.147188
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,57,93,61,32,3554.107501,473377.2541,6589.13003
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,71,696,138,558,24103.07231,463760.7074,8321.723587
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,58,103,61,42,3886.342992,473037.0292,6827.735318
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,59,115,64,51,4393.328478,472664.6259,7070.7161
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,55,183,43,140,6487.2907,475096.8737,3034.047349
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,86,614,82,532,21549.05314,468720.583,3214.656287
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,60,130,68,62,5014.171135,472284.983,7279.942068
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,61,153,73,80,5670.271348,471887.0187,7470.760471
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,96,439,105,334,15831.66109,466194.9661,8415.27059
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,90,957,226,731,34687.38647,452993.5179,10348.06181
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,56,185,44,141,6620.602754,474852.518,3139.573329
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,74,67,64,3,2539.524679,472752.7577,7723.990716
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,62,183,76,107,6571.949955,471453.8707,7631.007382
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,75,70,67,3,2662.328226,472382.4581,8093.615566
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,63,204,77,127,7506.892767,471016.9111,7751.089516
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,57,194,50,144,6810.411836,474590.0042,3261.109414
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,76,71,68,3,2753.680833,472005.4665,8470.029425
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,64,229,80,149,8292.48934,470574.7313,7880.799672
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,97,482,106,376,17422.41229,465594.1332,8329.500695
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,77,77,74,3,2864.059377,471609.7912,8865.10124
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,58,201,51,150,7070.247753,474309.0383,3376.437199
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,78,80,77,3,3010.61975,471185.859,9288.339368
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,65,245,81,164,9293.581826,470108.5299,7971.658396
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,72,748,141,607,25789.48228,462976.7854,8267.33156
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,79,83,80,3,3155.656273,470751.0998,9722.427661
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,66,281,88,193,10301.10967,469626.9266,8028.682936
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,59,211,53,158,7357.9931,474026.632,3475.199829
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,80,86,83,3,3277.508714,470293.6602,10179.50776
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,81,1071,125,946,37804.84987,464409.4642,2672.027618
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,81,88,85,3,3442.699356,469812.6437,10660.12384
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,67,316,96,220,11534.05586,469122.639,8064.713212
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,82,93,90,3,3587.179236,469320.9491,11150.93352
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,60,219,54,165,7692.844789,473734.7075,3567.326698
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,87,626,84,542,21990.70177,468246.9151,3265.422826
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,68,338,100,238,12436.83774,468595.0178,8133.450413
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,83,97,94,3,3765.520805,468798.4531,11672.18219
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,91,994,238,756,35834.38509,451738.7461,10707.45052
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,84,102,99,3,3919.75246,468261.9938,12206.92183
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,73,792,147,645,27549.53236,462183.0059,8200.068141
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,61,229,57,172,8033.438475,473430.8273,3672.493591
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,69,371,107,264,13507.66098,468032.5732,8202.737116
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,85,105,102,3,4076.304503,467701.3672,12765.32812
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,86,110,107,3,4238.410285,467124.0823,13339.55436
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,70,395,111,284,14453.26228,467452.3512,8287.224473
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,62,236,58,178,8426.872235,473101.6175,3791.654104
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,87,114,111,3,4452.043683,466502.3035,13959.71806
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,88,121,118,3,4613.854143,465858.3202,14602.57667
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,71,424,116,308,15453.75825,466848.1718,8357.078919
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,98,529,111,418,19197.00756,464974.9318,8207.670628
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,89,130,127,3,4813.16574,465189.2191,15270.74921
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,88,643,85,558,22649.97054,467744.1671,3304.73306
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,82,1090,129,961,38477.31417,463666.9712,2618.752377
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,90,137,134,3,5027.215642,464494.0768,15964.9022
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,72,452,118,334,16648.82085,466226.1575,8403.76994
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,63,244,60,184,8744.43065,472771.9133,3894.717821
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,91,140,137,3,5250.46361,463763.3339,16693.93618
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,73,490,120,370,18125.47305,465573.4116,8374.300432
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,99,571,117,454,20933.97028,464326.6647,8055.69939
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,64,252,63,189,9036.235717,472424.4167,4015.266803
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,92,1030,244,786,37036.91491,450431.6397,11090.87199
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,92,142,139,3,5511.096416,462987.5505,17468.69491
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,93,151,148,3,5747.813224,462193.8175,18261.75059
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,74,545,129,416,19800.02928,464880.2285,8300.395783
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,65,261,68,193,9400.522478,472052.8518,4150.61776
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,94,160,157,3,6025.389437,461349.7147,19105.07769
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,89,661,90,571,23193.93881,467243.6616,3332.76238
12,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,2,100,633,124,509,22879.55188,463671.5884,7813.303308
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,93,1066,251,815,38570.66431,449073.363,11477.56417
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,74,845,154,691,29442.81452,461326.9156,8147.824547
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,95,165,162,3,6302.087916,460460.9334,19993.04353
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,0,5,1,4,93.47969511,480500,0
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,1,5,1,4,96.16003691,480496.9936,3.006366165
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,2,5,1,4,98.28197895,480493.8958,6.104229154
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,3,5,1,4,101.9213092,480489.9557,10.04430038
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,4,5,1,4,106.7936487,480485.1731,14.82685213
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,5,5,1,4,107.1218487,480481.0525,18.94754958
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,6,5,1,4,108.01179,480476.748,23.25203805
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,96,179,176,3,6589.08413,459535.0894,20918.47933
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,7,5,1,4,108.1322348,480472.479,27.52100332
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,8,5,1,4,110.2597012,480467.5537,32.44634772
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,9,5,1,4,109.9335856,480463.1744,36.82564324
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,10,5,1,4,109.1906663,480458.7378,41.26223008
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,11,6,2,4,114.6964097,480452.5224,47.47759488
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,97,184,181,3,6926.602015,458559.707,21893.43241
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,12,6,2,4,121.347447,480445.1551,54.84492977
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,13,6,2,4,126.9007031,480437.2446,62.75537378
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,66,271,69,202,9799.836613,471669.3395,4265.862892
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,14,6,2,4,129.2619881,480429.4728,70.52721153
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,94,1101,259,842,40120.72644,447683.8061,11851.34669
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,15,6,2,4,137.5532056,480419.5096,80.49035688
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,98,194,191,3,7243.546183,457545.4475,22907.16615
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,16,6,2,4,139.0607759,480411.2248,88.77524195
9,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,4,90,674,93,581,23617.92303,466705.2279,3414.399158
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,83,1099,132,967,38915.58883,462908.3955,2660.447105
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,17,6,2,4,143.8533193,480401.6543,98.34572308
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,18,6,2,4,146.8998406,480391.23,108.7699902
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,19,6,2,4,151.6084284,480379.8696,120.1303694
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,20,6,2,4,154.6656378,480368.605,131.3949647
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,99,204,201,3,7639.978595,456460.552,23991.18835
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,21,6,2,4,156.1647178,480357.2829,142.7170657
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,22,7,3,4,159.6020314,480344.8665,155.1334223
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,23,7,3,4,166.9366612,480332.3287,167.6709979
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,75,906,167,739,31356.12181,460452.1278,8045.903318
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,24,7,3,4,178.4216197,480315.9069,184.0925471
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,25,7,3,4,185.8854175,480299.1704,200.8287429
14,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,4,100,213,210,3,8006.079448,455330.1381,25120.99999
16,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,1,26,8,4,4,192.1515047,480283.6201,216.377711
17,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,2,0,6,2,4,140.1903502,480500,0
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,67,276,71,205,10070.9686,471272.2549,4412.620144
17,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,2,1,6,2,4,143.9185393,480494.2029,5.797141416
17,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,2,2,6,2,4,145.8497771,480488.5713,11.42868337
17,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,2,3,6,2,4,146.5711198,480482.8034,17.1502006
5,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,5,95,1150,265,885,41994.89487,446205.216,12212.32902
